"Original URL","ID","Transformed Markdown File"
"https://docs.marketo.com/display/BIZ/Bizible+Fields+on+Standard+Salesforce+Objects","18874574","configuration-and-setup/bizible-and-salesforce/bizible-fields-on-standard-salesforce-objects.md"
"https://docs.marketo.com/display/BIZ/Salesforce+Record+Storage+Sizes","18874576","bizible-salesforce-reporting/additional-functionality/salesforce-record-storage-sizes.md"
"https://docs.marketo.com/display/BIZ/Campaigns+and+Campaign+Members","18874578","channel-tracking-and-setup/offline-channels/campaigns-and-campaign-members.md"
"https://docs.marketo.com/display/BIZ/Install+and+Connect","18874580","configuration-and-setup/bizible-and-salesforce/install-and-connect.md"
"https://docs.marketo.com/display/BIZ/Bizible+Salesforce+Objects","18874582","configuration-and-setup/bizible-and-salesforce/bizible-salesforce-objects.md"
"https://docs.marketo.com/display/BIZ/Bizible+Object+and+Field+Taxonomy","18874584","configuration-and-setup/bizible-and-salesforce/bizible-object-and-field-taxonomy.md"
"https://docs.marketo.com/display/BIZ/Glossary+of+Bizible+Fields","18874586","introduction-to-bizible/overview-resources/glossary-of-bizible-fields.md"
"https://docs.marketo.com/display/BIZ/Custom+Campaign+Sync","18874588","channel-tracking-and-setup/offline-channels/custom-campaign-sync.md"
"https://docs.marketo.com/display/BIZ/Bizible+Cookies","18874590","bizible-tracking/setting-up-tracking/bizible-cookies.md"
"https://docs.marketo.com/display/BIZ/Call+Tracking+Integration","18874592","miscellaneous/other-related-resources/call-tracking-integration.md"
"https://docs.marketo.com/display/BIZ/Integrated+Ad+Platforms","18874594","api-connections/utilizing-bizibles-api-connections/integrated-ad-platforms.md"
"https://docs.marketo.com/display/BIZ/Online+Custom+Channel+Setup","18874596","channel-tracking-and-setup/online-channels/online-custom-channel-setup.md"
"https://docs.marketo.com/display/BIZ/Offline+Custom+Channel+Setup","18874598","channel-tracking-and-setup/offline-channels/offline-custom-channel-setup.md"
"https://docs.marketo.com/display/BIZ/Syncing+Offline+Campaigns","18874600","channel-tracking-and-setup/offline-channels/syncing-offline-campaigns.md"
"https://docs.marketo.com/display/BIZ/Marketing+Channel+Costs","18874602","marketing-spend/spend-management/marketing-channel-costs.md"
"https://docs.marketo.com/display/BIZ/Custom+Segmentation","18874604","advanced-bizible-features/segmentation/custom-segmentation.md"
"https://docs.marketo.com/display/BIZ/UTM+Parameters","18874606","channel-tracking-and-setup/online-channels/utm-parameters.md"
"https://docs.marketo.com/display/BIZ/Bizible+Parameters","18874608","api-connections/utilizing-bizibles-api-connections/bizible-parameters.md"
"https://docs.marketo.com/display/BIZ/Dynamics+Campaigns+and+Marketing+Lists","18874610","bizible-and-dynamics/dynamics-reporting/dynamics-campaigns-and-marketing-lists.md"
"https://docs.marketo.com/display/BIZ/Stock+Reports+and+Dashboards+in+Dynamics","18874612","bizible-and-dynamics/dynamics-reporting/stock-reports-and-dashboards-in-dynamics.md"
"https://docs.marketo.com/display/BIZ/Leads+with+Bizible+Touchpoints+Report","18874614","bizible-salesforce-reporting/bizible-reports/leads-with-bizible-touchpoints-report.md"
"https://docs.marketo.com/display/BIZ/Report+Type+for+Contacts+Without+Opportunities","18874616","bizible-salesforce-reporting/new-report-types/report-type-for-contacts-without-opportunities.md"
"https://docs.marketo.com/display/BIZ/Reporting+on+Opportunities+with+or+Without+Bizible+Attribution+Touchpoints","18874618","bizible-salesforce-reporting/bizible-reports/reporting-on-opportunities-with-or-without-bizible-attribution-touchpoints.md"
"https://docs.marketo.com/display/BIZ/Opportunities+by+Marketing+Channel","18874628","bizible-salesforce-reporting/bizible-reports/opportunities-by-marketing-channel.md"
"https://docs.marketo.com/display/BIZ/Closed+Lost+Opportunities+by+Marketing+Channel","18874632","bizible-salesforce-reporting/bizible-reports/closed-lost-opportunities-by-marketing-channel.md"
"https://docs.marketo.com/display/BIZ/Duplicate+Records+in+My+Report","18874634","bizible-salesforce-reporting/bizible-reports/duplicate-records-in-my-report.md"
